sample_id,dataset_name,method,update_ratio,input_length,round_id,round_start_length,round_start_pages,budget_pages,max_update_pages,draft_length,accepted_length,all_accepted,zero_accepted,generated_tokens_so_far,selection_recall_of_oracle_b_pos_1,attention_recovery_pos_1,replacements_pos_1,update_limit_pos_1,true_entrants_pos_1,selection_recall_of_oracle_b_pos_2,attention_recovery_pos_2,replacements_pos_2,update_limit_pos_2,true_entrants_pos_2,selection_recall_of_oracle_b_pos_3,attention_recovery_pos_3,replacements_pos_3,update_limit_pos_3,true_entrants_pos_3,selection_recall_of_oracle_b_pos_4,attention_recovery_pos_4,replacements_pos_4,update_limit_pos_4,true_entrants_pos_4,selection_recall_of_oracle_b_pos_5,attention_recovery_pos_5,replacements_pos_5,update_limit_pos_5,true_entrants_pos_5,selection_recall_of_oracle_b_pos_6,attention_recovery_pos_6,replacements_pos_6,update_limit_pos_6,true_entrants_pos_6,selection_recall_of_oracle_b_pos_7,attention_recovery_pos_7,replacements_pos_7,update_limit_pos_7,true_entrants_pos_7,selection_recall_of_oracle_b_pos_8,attention_recovery_pos_8,replacements_pos_8,update_limit_pos_8,true_entrants_pos_8,oracle_overlap_pos_1_2,selection_overlap_pos_1_2,oracle_overlap_pos_2_3,selection_overlap_pos_2_3,oracle_overlap_pos_3_4,selection_overlap_pos_3_4,oracle_overlap_pos_4_5,selection_overlap_pos_4_5,oracle_overlap_pos_5_6,selection_overlap_pos_5_6,oracle_overlap_pos_6_7,selection_overlap_pos_6_7,oracle_overlap_pos_7_8,selection_overlap_pos_7_8,oracle_overlap_pos_1_last,selection_overlap_pos_1_last
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,1,8192,512,52,1,8,8,1,0,9,0.9482672275641026,0.9908824449625181,0.0,0.0,2.6901041666666665,0.733173076923077,0.9661130750955969,1.0,1.0,14.875,0.7711672008547008,0.9769227289990982,1.0,1.0,12.899305555555555,0.7451422275641026,0.9691828486956605,1.0,1.0,14.252604166666666,0.7441740117521367,0.9607572973241907,0.9991319444444444,1.0,14.302083333333334,0.6905048076923077,0.9036204211928549,1.0,1.0,17.09375,0.7676782852564102,0.9789393072739794,1.0,1.0,13.080729166666666,0.7713174412393162,0.9790671547909037,1.0,1.0,12.891493055555555,0.5662532721034341,0.9622641509433962,0.5861345941561082,0.9622641509433962,0.603959946304164,0.9622641509433962,0.6313186063337086,0.9622969077568134,0.6189459944658519,0.9622641509433962,0.5799093792334326,0.9622641509433962,0.7023463714697389,0.9622641509433962,0.5473753045231745,0.8020120759324522
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,2,8201,513,52,1,8,8,1,0,18,0.8450687767094016,0.9780221993008228,0.0,0.0,8.05642361111111,0.8145198985042735,0.9815967040100434,1.0,1.0,10.644965277777779,0.8029680822649572,0.9670215972931396,0.9991319444444444,1.0,11.244791666666666,0.8393596420940171,0.9831136335355904,0.9973958333333334,1.0,9.350694444444445,0.8429654113247863,0.9845055533710325,0.9982638888888888,1.0,9.1640625,0.8497596153846154,0.9871250250360806,0.9982638888888888,1.0,8.81076388888889,0.801582532051282,0.969278674027639,0.9982638888888888,1.0,11.315972222222221,0.7599492521367521,0.9463248818062238,1.0,1.0,13.48263888888889,0.6735648640771644,0.9622641509433962,0.6839842787151424,0.9622969077568134,0.6890169544138307,0.9623624213836478,0.7388790824303206,0.9623296645702306,0.7230631095096823,0.9623296645702306,0.6917633241205162,0.9623296645702306,0.6679738767387475,0.9622641509433962,0.5750989661675562,0.8128107982814693
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,3,8210,514,52,1,8,8,1,0,27,0.7824853098290598,0.9340080105314524,0.0,0.0,11.31076388888889,0.7540231036324786,0.9237479897996269,0.9991319444444444,1.0,13.789930555555555,0.7659588675213675,0.9400586376115704,1.0,1.0,13.17013888888889,0.7953058226495727,0.9506912575409147,0.9991319444444444,1.0,11.643229166666666,0.73828125,0.9115903821048441,1.0,1.0,14.609375,0.7960570245726495,0.9547721794554415,1.0,1.0,11.605034722222221,0.7734375,0.9363712583471391,0.9991319444444444,1.0,12.780381944444445,0.8026676014957265,0.9606793472614709,0.9982638888888888,1.0,11.25954861111111,0.6819424269663008,0.9622969077568134,0.6587814057684336,0.9622641509433962,0.6480378481657443,0.9622969077568134,0.5684968129192982,0.9622641509433962,0.580207898616798,0.9622641509433962,0.6229431162774943,0.9622969077568134,0.6350093565304417,0.9623296645702306,0.6044538570996324,0.813526649727135
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,4,8219,514,52,1,8,8,1,0,36,0.8570546207264957,0.9797899367814811,0.0,0.0,7.433159722222222,0.8147869925213675,0.9739807044595913,0.9991319444444444,1.0,10.630208333333334,0.8172743055555556,0.9736051545364065,0.9991319444444444,1.0,10.500868055555555,0.7791800213675214,0.9466455765853676,1.0,1.0,12.48263888888889,0.8005809294871794,0.9620000963638636,0.9991319444444444,1.0,11.36892361111111,0.7844718215811965,0.9526704162809094,0.9991319444444444,1.0,12.206597222222221,0.7927183493589743,0.96313338368638,0.9991319444444444,1.0,11.777777777777779,0.8135516826923077,0.9676234874685203,1.0,1.0,10.6953125,0.6760838382885708,0.9622969077568134,0.7040994709771454,0.9622969077568134,0.6249047473434849,0.9622641509433962,0.6914483693871124,0.9622969077568134,0.6211913428002032,0.9622969077568134,0.596815041308768,0.9622969077568134,0.6975334619018274,0.9622641509433962,0.5784721290443522,0.8159397516833937
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,5,8228,515,52,1,8,8,1,0,45,0.8157719017094016,0.95807602356814,0.0,0.0,9.57986111111111,0.804019764957265,0.965960941766938,1.0,1.0,11.190972222222221,0.797409188034188,0.9667825178264378,1.0,1.0,11.534722222222221,0.8040531517094016,0.9603911168299614,0.9982638888888888,1.0,11.1875,0.7944878472222222,0.9652638338289992,1.0,1.0,11.686631944444445,0.801181891025641,0.9667547053699589,1.0,1.0,11.338541666666666,0.7911324786324786,0.9551327045027104,0.9982638888888888,1.0,11.859375,0.8151041666666666,0.9744593299755899,0.9991319444444444,1.0,10.613715277777779,0.6684644450276257,0.9622641509433962,0.6617073049374365,0.9622641509433962,0.6524080334615587,0.9623296645702306,0.6262396528968189,0.9622641509433962,0.675614380038787,0.9622641509433962,0.6723655304868861,0.9623296645702306,0.6510308083399265,0.9622969077568134,0.5620631229045695,0.837904569208386
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,6,8237,515,52,1,8,8,1,0,54,0.8322816506410257,0.9798113324757947,0.0,0.0,8.721354166666666,0.7941038995726495,0.9814997866669908,1.0,1.0,11.706597222222221,0.8133179754273505,0.9721462180264818,1.0,1.0,10.707465277777779,0.7966913728632479,0.9744900357114124,0.9991319444444444,1.0,11.571180555555555,0.8193108974358974,0.9875080607779473,1.0,1.0,10.395833333333334,0.8447349091880342,0.9828615732228153,0.9982638888888888,1.0,9.07204861111111,0.8305288461538461,0.9862951667295309,0.9982638888888888,1.0,9.81076388888889,0.8572048611111112,0.9875634959639038,0.9965277777777778,1.0,8.421875,0.6872707183782488,0.9622641509433962,0.631253771851017,0.9622641509433962,0.6229059863686958,0.9622969077568134,0.7053325825208587,0.9622641509433962,0.7429843916474781,0.9623296645702306,0.7081895227145266,0.9623296645702306,0.7463434723418835,0.962395178197065,0.6586832181024873,0.8088560355268467
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,7,8246,516,52,1,8,8,1,0,63,0.8361378205128206,0.9617775865859534,0.0,0.0,8.520833333333334,0.8228498931623931,0.972104640525164,0.9991319444444444,1.0,10.2109375,0.8166566506410257,0.9570525092136043,0.9982638888888888,1.0,10.532118055555555,0.8430488782051282,0.976079895593624,1.0,1.0,9.161458333333334,0.8466045673076923,0.9761227606256758,0.9991319444444444,1.0,8.975694444444445,0.8273571047008548,0.9805548004894228,1.0,1.0,9.977430555555555,0.846988514957265,0.988261003897644,0.9973958333333334,1.0,8.953993055555555,0.8525974893162394,0.9870013357973993,0.9991319444444444,1.0,8.6640625,0.6684048528988232,0.9622969077568134,0.6991182634333221,0.9623296645702306,0.6854606995960608,0.9622641509433962,0.7036132588902382,0.9622969077568134,0.6278482598237771,0.9622641509433962,0.6925365804909348,0.9623624213836478,0.7226772336869505,0.9622969077568134,0.639361364421213,0.8576165128811354
2wikimqa-145,2wikimqa,page_incremental_r0.01,0.01,8192,8,8255,516,52,1,1,1,0,0,64,0.8544838408119658,0.9812403934831379,0.0,0.0,7.566840277777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2wikimqa-145,2wikimqa,page_incremental_r0.05,0.05,8192,1,8192,512,52,3,8,8,1,0,9,0.9482672275641026,0.9908824449625181,0.0,0.0,2.6901041666666665,0.7712840544871794,0.9730824357175282,2.9878472222222223,3.0,14.88107638888889,0.815655048076923,0.9823837067037338,2.9713541666666665,3.0,12.557291666666666,0.7985944177350428,0.9766340228260888,2.984375,3.0,13.457465277777779,0.8112479967948718,0.9729662446410747,2.9791666666666665,3.0,12.794270833333334,0.7688301282051282,0.937889465932878,2.974826388888889,3.0,14.995659722222221,0.8426482371794872,0.9869063071419342,2.962673611111111,3.0,11.144965277777779,0.8577390491452992,0.9877262083076036,2.9696180555555554,3.0,10.3671875,0.5663283027019396,0.8913369368033938,0.5840786342203196,0.8919225668636046,0.6048177199662051,0.8914585230360912,0.6337548046828708,0.8916444096803111,0.6194629742109923,0.8917975395111138,0.5803018033469015,0.8922322676450034,0.7026885688096998,0.8919809997247103,0.547887336502749,0.6382667141919756
2wikimqa-145,2wikimqa,page_incremental_r0.05,0.05,8192,2,8201,513,52,3,8,8,1,0,18,0.8450687767094016,0.9780221993008228,0.0,0.0,8.05642361111111,0.8526809561965812,0.9861928680205746,2.9618055555555554,3.0,10.622395833333334,0.855201655982906,0.9773490944180848,2.9539930555555554,3.0,10.483506944444445,0.889957264957265,0.988346898104973,2.9427083333333335,3.0,8.664930555555555,0.9027610844017094,0.9894029616584636,2.9296875,3.0,7.986111111111111,0.9052650908119657,0.9914562489394064,2.9305555555555554,3.0,7.856770833333333,0.8625801282051282,0.9809529421453921,2.962673611111111,3.0,10.108506944444445,0.8275407318376069,0.9642215553422108,2.9696180555555554,3.0,11.9375,0.6743855662074814,0.8922534217083483,0.6871030290157725,0.8925433139924753,0.6915657941652715,0.8929395501132922,0.7399491577317786,0.8933907779754215,0.7224898884449902,0.8933614622817977,0.6923813686958453,0.8922264662699673,0.6679622324948908,0.8919844408445037,0.5748785251572641,0.6807979042609366
2wikimqa-145,2wikimqa,page_incremental_r0.05,0.05,8192,3,8210,514,52,3,8,8,1,0,27,0.7824853098290598,0.9340080105314524,0.0,0.0,11.31076388888889,0.7957398504273505,0.9452365656626055,2.984375,3.0,13.605902777777779,0.8212974091880342,0.9614950908273632,2.9713541666666665,3.0,12.26388888888889,0.8499599358974359,0.9687996934815359,2.982638888888889,3.0,10.784722222222221,0.7852230235042735,0.9481616429951227,2.9817708333333335,3.0,14.15017361111111,0.8481069711538461,0.9741120617383279,2.9756944444444446,3.0,10.874131944444445,0.8430488782051282,0.9692263100369912,2.9739583333333335,3.0,11.135416666666666,0.8651509081196581,0.9808649109175516,2.9609375,3.0,9.973090277777779,0.6838218024059459,0.8914631773711962,0.6622326047984544,0.8919179125284995,0.6504672497288188,0.8915204631923709,0.5642049964663778,0.8915520067904763,0.5758551590896751,0.89176822381749,0.6273144792804095,0.8918313771890816,0.6404070591723505,0.892295421016595,0.6070310461515422,0.6830009798876707
2wikimqa-145,2wikimqa,page_incremental_r0.05,0.05,8192,4,8219,514,52,3,8,8,1,0,36,0.8570546207264957,0.9797899367814811,0.0,0.0,7.433159722222222,0.8530482104700855,0.9805731198822123,2.9635416666666665,3.0,10.605034722222221,0.8693743322649572,0.9824276883184937,2.9557291666666665,3.0,9.74826388888889,0.8261885683760684,0.9644251981848614,2.9895833333333335,3.0,12.027777777777779,0.8599926549145299,0.9789148150392553,2.9869791666666665,3.0,10.26736111111111,0.8340845352564102,0.9711739203751298,2.9895833333333335,3.0,11.6171875,0.8468048878205128,0.9800441448064784,2.984375,3.0,10.950520833333334,0.8841479700854701,0.9840128687164947,2.9644097222222223,3.0,8.988715277777779,0.6760184409571546,0.892200724046898,0.7038248764534345,0.8924766533257099,0.6295421625107266,0.8912761436870451,0.6923120168818032,0.891366186321637,0.6266147678992732,0.891278503942288,0.5974213346411466,0.8914596700760222,0.6959081878086906,0.8921656731536186,0.5787529139848857,0.6830848070020487
